0,894,134,78,60
1,48,247,78,60
2,351,134,78,60
3,745,244,78,60
4,50,126,78,60
5,50,610,78,60
6,604,246,78,60
7,473,247,78,60
8,612,136,78,60
9,335,606,78,60
10,183,245,78,60
11,347,247,78,60
12,623,605,78,60
13,481,505,78,60
14,181,501,78,60
15,898,599,78,60
16,742,507,78,60
17,897,242,78,60
18,53,502,78,60
19,335,501,78,60
20,625,505,78,60
21,894,503,78,60
